STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE05,Southern,2020,,76.50,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE05,Southern,2021,,82.92,,b,break in time series
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE05,Southern,2022,,80.95,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE06,Eastern and Midland,2018,,59.29,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE06,Eastern and Midland,2019,,68.38,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE06,Eastern and Midland,2020,,83.65,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE06,Eastern and Midland,2021,,89.58,,b,break in time series
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IE06,Eastern and Midland,2022,,88.59,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IS00,Ísland,2017,,76.18,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IS00,Ísland,2018,,75.30,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IS00,Ísland,2019,,79.71,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IS00,Ísland,2020,,82.77,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,IS00,Ísland,2021,,84.65,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2011,,21.31,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2012,,18.87,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2013,,18.93,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2014,,25.81,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2015,,30.68,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2016,,32.80,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2017,,35.72,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2018,,40.95,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2019,,42.43,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2020,,47.46,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2021,,54.80,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC1,Piemonte,2022,,53.31,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2011,,26.12,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2012,,27.25,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2013,,27.16,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2014,,25.09,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2015,,37.86,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2016,,39.34,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2017,,40.83,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2018,,40.48,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2019,,47.35,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2020,,51.49,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2021,,58.40,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC2,Valle d'Aosta/Vallée d'Aoste,2022,,52.80,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2011,,16.20,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2012,,23.29,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2013,,23.40,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2014,,26.31,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2015,,35.87,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2016,,32.51,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2017,,36.96,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2018,,40.76,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2019,,41.81,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2020,,50.15,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2021,,57.05,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC3,Liguria,2022,,53.37,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2011,,20.33,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2012,,21.12,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2013,,25.91,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2014,,29.06,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2015,,34.68,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2016,,37.60,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2017,,38.34,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2018,,44.30,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2019,,47.32,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2020,,49.73,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2021,,58.11,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITC4,Lombardia,2022,,57.41,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2011,,12.45,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2012,,14.44,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2013,,15.99,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2014,,20.00,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2015,,23.31,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2016,,28.76,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2017,,29.90,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2018,,33.17,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2019,,37.88,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2020,,40.16,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2021,,50.21,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF1,Abruzzo,2022,,48.16,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2011,,8.75,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2012,,11.25,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2013,,12.48,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2014,,18.33,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2015,,20.42,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2016,,24.29,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2017,,28.11,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2018,,29.63,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2019,,35.16,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2020,,39.57,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2021,,43.55,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF2,Molise,2022,,42.72,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2011,,6.73,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2012,,7.32,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2013,,8.20,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2014,,9.67,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2015,,12.54,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2016,,14.32,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2017,,19.45,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2018,,18.90,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2019,,23.85,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2020,,30.19,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2021,,37.96,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF3,Campania,2022,,39.30,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2011,,7.69,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2012,,8.34,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2013,,12.35,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2014,,13.40,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2015,,15.44,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2016,,18.57,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2017,,22.50,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2018,,25.04,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2019,,28.88,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2020,,36.03,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2021,,40.87,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF4,Puglia,2022,,37.82,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF5,Basilicata,2011,,9.48,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF5,Basilicata,2012,,10.85,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF5,Basilicata,2013,,14.53,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF5,Basilicata,2014,,13.10,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF5,Basilicata,2015,,20.55,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,ITF5,Basilicata,2016,,20.99,,,
