STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_is,Information society indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2011,,43.64,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2012,,49.30,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2013,,48.77,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2014,,53.66,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2016,,53.98,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2017,,61.73,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2018,,58.40,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2019,,54.44,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2020,,63.99,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2021,,58.46,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT11,Burgenland (AT),2022,,58.58,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2011,,46.34,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2012,,46.80,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2013,,50.49,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2014,,51.30,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2016,,57.63,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2017,,59.31,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2018,,61.74,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2019,,63.59,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2020,,66.47,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2021,,66.85,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT12,Niederösterreich,2022,,66.76,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2011,,48.07,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2012,,47.74,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2013,,58.71,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2014,,56.30,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2016,,59.38,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2017,,64.87,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2018,,61.50,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2019,,62.54,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2020,,67.83,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2021,,68.29,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT13,Wien,2022,,67.53,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2011,,39.87,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2012,,46.48,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2013,,48.05,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2014,,51.15,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2016,,52.43,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2017,,58.32,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2018,,54.67,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2019,,58.01,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2020,,61.13,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2021,,59.65,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT21,Kärnten,2022,,62.74,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2011,,39.52,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2012,,47.79,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2013,,53.94,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2014,,50.92,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2016,,56.32,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2017,,59.71,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2018,,61.24,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2019,,60.79,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2020,,63.49,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2021,,59.79,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT22,Steiermark,2022,,60.74,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2011,,43.45,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2012,,49.88,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2013,,53.59,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2014,,52.56,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2016,,58.75,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2017,,63.04,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2018,,56.82,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2019,,66.21,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2020,,65.10,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2021,,60.53,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT31,Oberösterreich,2022,,65.91,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2011,,41.50,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2012,,50.15,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2013,,55.45,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2014,,55.17,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2016,,55.31,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2017,,59.43,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2018,,62.07,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2019,,57.02,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2020,,71.21,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2021,,64.11,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT32,Salzburg,2022,,67.73,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2011,,42.58,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2012,,48.03,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2013,,54.25,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2014,,52.82,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2016,,58.13,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2017,,60.77,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2018,,63.01,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2019,,65.00,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2020,,69.60,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2021,,58.59,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT33,Tirol,2022,,68.35,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2011,,55.67,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2012,,57.21,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2013,,58.63,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2014,,59.85,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2016,,60.80,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2017,,64.39,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2018,,60.13,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2019,,62.39,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2020,,67.15,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2021,,59.14,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,AT34,Vorarlberg,2022,,67.53,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2011,,43.71,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2012,,42.19,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2013,,48.51,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2014,,54.59,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2015,,56.77,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2016,,50.76,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2017,,51.96,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2018,,57.80,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2019,,59.65,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2020,,67.60,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2021,,74.28,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE10,Région de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewest,2022,,70.07,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2011,,45.15,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2012,,50.77,,,
dataflow,ESTAT:TGS00052(1.0),Individuals who ordered goods or services over the internet for private use in the last year by NUTS 2 regions,A,Annual,I_BLT12,Last online purchase: in the 12 months,PC_IND,Percentage of individuals,BE21,Prov. Antwerpen,2013,,50.22,,,
