STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,inet_spd,Internet speed,terrtypo,Territorial typology,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag)
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,AT,Austria,2019,,13.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,AT,Austria,2020,,36.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,AT,Austria,2021,,45.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,AT,Austria,2022,,54.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BE,Belgium,2019,,49.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BE,Belgium,2020,,49.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BE,Belgium,2021,,69,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BE,Belgium,2022,,78.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BG,Bulgaria,2019,,6.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BG,Bulgaria,2020,,8.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BG,Bulgaria,2021,,16.3,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,BG,Bulgaria,2022,,21.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CH,Switzerland,2019,,40.3,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CH,Switzerland,2020,,62.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CH,Switzerland,2021,,63.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CH,Switzerland,2022,,65.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CY,Cyprus,2019,,10.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CY,Cyprus,2020,,26.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CY,Cyprus,2021,,41.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CY,Cyprus,2022,,60,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CZ,Czechia,2019,,2.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CZ,Czechia,2020,,7.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CZ,Czechia,2021,,38.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,CZ,Czechia,2022,,42.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DE,Germany,2019,,34.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DE,Germany,2020,,55.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DE,Germany,2021,,62.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DE,Germany,2022,,68.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DK,Denmark,2019,,80.3,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DK,Denmark,2020,,86.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DK,Denmark,2021,,90.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,DK,Denmark,2022,,91.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EE,Estonia,2019,,28.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EE,Estonia,2020,,35.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EE,Estonia,2021,,36.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EE,Estonia,2022,,39.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EL,Greece,2019,,7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EL,Greece,2020,,10.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EL,Greece,2021,,19,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,EL,Greece,2022,,27.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,ES,Spain,2019,,89,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,ES,Spain,2020,,91.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,ES,Spain,2021,,92.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,ES,Spain,2022,,86.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FI,Finland,2019,,40,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FI,Finland,2020,,47,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FI,Finland,2021,,51,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FI,Finland,2022,,60,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FR,France,2019,,43.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FR,France,2020,,52.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FR,France,2021,,63.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,FR,France,2022,,80.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HR,Croatia,2019,,5.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HR,Croatia,2020,,21.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HR,Croatia,2021,,52.3,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HR,Croatia,2022,,57.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HU,Hungary,2019,,33.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HU,Hungary,2020,,35.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HU,Hungary,2021,,44.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,HU,Hungary,2022,,81.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IE,Ireland,2019,,15.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IE,Ireland,2020,,58.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IE,Ireland,2021,,67.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IE,Ireland,2022,,72.3,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IS,Iceland,2019,,77,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IS,Iceland,2020,,78.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IS,Iceland,2021,,85.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IS,Iceland,2022,,85.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IT,Italy,2019,,30,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IT,Italy,2020,,33.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IT,Italy,2021,,44.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,IT,Italy,2022,,53.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LT,Lithuania,2019,,60.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LT,Lithuania,2020,,66.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LT,Lithuania,2021,,78,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LT,Lithuania,2022,,77.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LU,Luxembourg,2019,,92,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LU,Luxembourg,2020,,95.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LU,Luxembourg,2021,,95.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LU,Luxembourg,2022,,93.3,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LV,Latvia,2019,,0,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LV,Latvia,2020,,39.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LV,Latvia,2021,,40.3,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,LV,Latvia,2022,,40.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,MT,Malta,2019,,100,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,MT,Malta,2020,,100,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,MT,Malta,2021,,100,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,MT,Malta,2022,,100,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NL,Netherlands,2019,,10.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NL,Netherlands,2020,,16,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NL,Netherlands,2021,,88.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NL,Netherlands,2022,,97.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NO,Norway,2019,,50.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NO,Norway,2020,,52.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NO,Norway,2021,,86.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,NO,Norway,2022,,92.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PL,Poland,2019,,24.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PL,Poland,2020,,46.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PL,Poland,2021,,55.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PL,Poland,2022,,62.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PT,Portugal,2019,,70.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PT,Portugal,2020,,83.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PT,Portugal,2021,,86,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,PT,Portugal,2022,,88.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,RO,Romania,2019,,65.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,RO,Romania,2020,,72.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,RO,Romania,2021,,85.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,RO,Romania,2022,,91.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SE,Sweden,2019,,77.1,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SE,Sweden,2020,,80.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SE,Sweden,2021,,82.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SE,Sweden,2022,,84.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SI,Slovenia,2019,,0.5,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SI,Slovenia,2020,,0.8,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SI,Slovenia,2021,,0.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SI,Slovenia,2022,,0.9,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SK,Slovakia,2019,,19.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SK,Slovakia,2020,,21.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SK,Slovakia,2021,,28,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,SK,Slovakia,2022,,40.4,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,UK,United Kingdom,2019,,0,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,UK,United Kingdom,2020,,21,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,UK,United Kingdom,2021,,38.7,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,GBPS_GT1,More than 1 gigabit per second (Gbps),TOTAL,Total,UK,United Kingdom,2022,,66.6,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,MBPS_GT100,More than 100 megabits per second (Mbps),TOTAL,Total,AT,Austria,2013,,43.2,,,
dataflow,ESTAT:ISOC_CBS(1.0),Broadband internet coverage by speed,A,Annual,PC_HH,Percentage of households,MBPS_GT100,More than 100 megabits per second (Mbps),TOTAL,Total,AT,Austria,2014,,40.8,,,
