"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2003","2003",,,"0","Units",,,10,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2004","2004",,,"0","Units",,,16,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,23,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,33.12,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,46.15,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,54.5,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,57.8,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,63.7,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,71.98,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,77.41,,
"1","Country","AUT","Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,79.79,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,28.72,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,56.72,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,54.65,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,62.87,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,67.31,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,73.06,,
"2","Large regions (TL2)","AT11","Burgenland","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,78.42,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,31.53,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,46.25,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,52.22,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,56.83,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,62.2,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,73.86,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,75.34,,
"2","Large regions (TL2)","AT12","Lower Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,74.12,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,44.83,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,55.23,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,60.56,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,65.09,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,68,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,74.31,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,81.78,,
"2","Large regions (TL2)","AT13","Vienna","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,82.83,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,22.03,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,36.64,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,47.16,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,51.77,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,57.13,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,66.22,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,75.63,,
"2","Large regions (TL2)","AT21","Carinthia","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,74.71,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,26.53,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,42.28,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,51.99,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,49.16,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,62.65,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,66.92,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,76.91,,
"2","Large regions (TL2)","AT22","Styria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,81.32,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,30.53,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,42.71,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,54.27,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,57.84,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,62.26,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,73.47,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,76.63,,
"2","Large regions (TL2)","AT31","Upper Austria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,81.18,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,31.82,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,45.16,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,53.73,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,60.28,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,64.23,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,72.85,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,79.56,,
"2","Large regions (TL2)","AT32","Salzburg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,77.75,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,28.25,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,43.32,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,53.17,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,57.44,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,64.22,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,68.77,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,72.06,,
"2","Large regions (TL2)","AT33","Tyrol","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,82.91,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,36.53,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,44.17,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,52.87,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,59.11,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,64.54,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,79.2,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,79.45,,
"2","Large regions (TL2)","AT34","Vorarlberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,82.59,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,48.05,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,56.39,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,60.32,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,63.4,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,69.95,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,74,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,74.7,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,78.65,,
"1","Country","BEL","Belgium","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,81.48,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,38.443,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,55.68,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,57.39,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,65.46,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,71.09,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,74.53,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,76.27,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,78.21,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,45.945,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,65.96,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,68.95,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,74.09,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,75.93,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,77.08,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,81.31,,
"2","Large regions (TL2)","BE2","Flemish Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,84.66,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,31.812,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,52.17,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,55.93,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,64.39,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,71.7,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,70.62,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,74.91,,
"2","Large regions (TL2)","BE3","Walloon Region","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2014","2014",,,"0","Units",,,77.14,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,30.26,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,48.9,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,57.1,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,62.74,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,66.39,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,69.95,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,77.23,,
"1","Country","FRA","France","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,78.37,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2003","2003",,,"0","Units",,,9,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2004","2004",,,"0","Units",,,18,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,23,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,33.54,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,49.57,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,54.86,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,64.58,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,75.2,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,77.52,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,81.52,,
"1","Country","DEU","Germany","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,84.79,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,34.79,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,52.09,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,55.92,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,63.22,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,74.63,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,75.47,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,79.48,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,83.09,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,31.83,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,44.05,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,57.74,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,66.36,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2010","2010",,,"0","Units",,,74.55,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,78.59,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,82.47,,
"2","Large regions (TL2)","DE2","Bavaria","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,84.58,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2003","2003",,,"0","Units",,,11,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2004","2004",,,"0","Units",,,16,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2005","2005",,,"0","Units",,,32,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,43.92,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,56.75,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,61.51,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,69.47,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,80.36,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,85.58,,
"1","Country","GBR","United Kingdom","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,87.44,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,41.78,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,53.56,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,46.79,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,65.23,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,75.17,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,70.66,,
"2","Large regions (TL2)","UKC","North East England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,76.87,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,42.09,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,55.52,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,51.59,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,66.27,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,80.15,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,83.84,,
"2","Large regions (TL2)","UKD","North West England","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2013","2013",,,"0","Units",,,84.93,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2006","2006",,,"0","Units",,,37.56,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2007","2007",,,"0","Units",,,48.94,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2008","2008",,,"0","Units",,,61.7,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2009","2009",,,"0","Units",,,64.44,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2011","2011",,,"0","Units",,,76.32,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","BB_ACC","Share of households with internet broadband access (in % of total households)","ALL","All regions","2012","2012",,,"0","Units",,,84.4,,
